1,image_0674.jpg,0 0 0 2 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 2 0 1 1 1 4 0 0 0 0 0 1 0 0 2 0 0 0 1 0 0 1 0 1 2 3 0 0 1 1 0 2 0 0 0 0 0 1 0 0 0 0 2 5 1 0 2 0 0 0 0 2 1 0 1 1 0 3 1 0 0 0 1 0 2 3 0 0 1 0 0 0 0 4 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 2 1 0 0 2 0 0 0 1 1 0 0 0 0 0 0 4 0 0 0 0 0 0 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 2 0 0 0 1 0 0 6 0 1 0 1 0 0 0 0 0 0 0 0 1 0 3 0 0 1 0 0 0 1 2 1 0 0 2 0 0 
16,image_0082.jpg,7 2 0 11 2 0 1 3 6 2 4 2 1 0 1 3 3 3 1 3 0 0 6 4 2 1 1 2 3 0 1 2 4 1 3 5 2 5 2 0 2 2 2 1 2 7 1 7 2 5 4 6 6 6 0 0 6 4 2 2 3 2 4 0 1 3 2 0 5 1 2 5 0 4 4 0 2 0 3 4 2 2 1 9 3 0 6 5 3 0 4 2 2 1 2 2 0 2 4 4 1 2 0 2 5 5 0 2 0 1 3 2 2 2 0 5 2 0 0 4 2 0 0 0 7 2 4 1 0 0 0 4 1 1 3 0 1 2 1 3 1 3 6 1 0 2 1 0 0 6 4 2 0 1 0 0 4 0 0 0 4 1 0 3 0 3 0 2 6 1 2 5 0 5 3 2 0 0 4 0 1 0 1 3 0 6 2 1 1 10 3 0 3 4 3 1 1 7 1 7 
1,image_0399.jpg,0 0 0 0 1 0 0 0 2 1 0 0 2 0 0 1 4 2 0 0 1 0 2 0 3 1 1 17 0 13 2 0 0 1 0 0 1 0 0 0 2 1 0 2 1 0 17 25 0 0 0 0 17 1 0 2 6 1 1 0 0 0 0 1 1 18 1 0 1 0 1 0 0 0 0 8 0 1 1 1 3 1 2 1 1 0 1 0 1 2 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 2 2 0 1 2 0 1 0 1 0 0 3 1 4 1 0 0 0 1 0 3 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 2 0 0 0 1 0 0 0 0 0 0 4 1 0 4 0 0 0 0 2 0 0 0 1 0 0 1 1 5 1 4 0 8 1 1 0 0 0 2 2 1 8 1 0 
1,image_0577.jpg,0 0 1 1 1 0 0 0 1 0 1 0 0 2 0 0 0 6 0 0 2 0 0 1 1 2 1 1 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 1 3 5 2 0 0 2 0 0 1 1 0 0 2 0 0 2 1 0 0 3 1 0 0 0 1 0 1 0 0 0 2 1 1 1 0 4 0 2 2 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 3 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 4 0 1 0 1 0 0 0 2 0 4 0 0 0 1 2 1 0 0 2 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 3 0 2 0 1 0 0 0 0 2 0 1 0 1 0 0 3 2 0 0 0 1 1 0 1 1 2 0 0 0 0 1 0 1 0 2 0 0 0 0 0 1 0 0 0 1 
14,image_0026.jpg,1 2 3 1 2 2 7 0 4 2 3 1 1 1 3 2 1 9 0 3 2 0 7 5 7 1 7 1 2 3 0 2 3 4 0 5 2 1 1 4 13 0 0 4 1 1 3 4 2 2 3 6 19 2 3 5 3 1 8 4 7 1 4 2 1 2 1 1 5 0 1 2 1 2 2 4 1 1 0 2 2 1 3 1 2 3 6 5 3 2 9 1 3 1 0 3 1 1 1 0 1 3 3 10 2 4 4 1 2 1 1 1 1 2 2 7 0 1 3 3 3 1 2 3 4 2 4 1 4 1 2 3 0 0 2 2 0 0 0 1 1 3 3 1 0 2 0 2 0 3 6 0 2 1 1 3 2 2 0 0 1 4 2 3 1 4 0 4 2 2 2 4 0 3 2 6 3 1 9 1 2 1 3 9 1 1 3 1 2 2 1 1 4 5 3 0 0 11 2 0 
24,image_0029.jpg,1 0 0 0 4 0 0 1 1 0 1 1 5 2 0 0 0 2 0 0 0 0 0 1 2 1 0 0 0 0 0 0 1 1 0 1 0 0 0 2 2 0 0 1 2 0 5 16 0 0 1 0 4 0 0 0 2 2 2 2 1 0 0 0 0 20 0 1 5 0 0 1 0 1 0 0 0 1 0 0 1 0 5 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 2 0 1 0 0 2 1 2 0 0 0 0 1 0 0 0 1 3 1 0 2 4 0 0 1 1 2 1 1 0 1 4 0 0 0 0 2 0 0 1 1 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 1 0 1 0 0 3 5 0 2 0 0 4 0 0 0 2 3 0 0 2 0 1 2 2 2 1 0 1 0 0 1 0 1 0 0 0 0 1 4 1 1 
1,image_0496.jpg,2 0 0 3 4 0 3 0 4 0 0 0 1 0 4 1 0 6 1 1 0 2 0 1 2 1 9 7 0 0 0 0 0 3 1 2 0 1 0 0 2 0 0 6 2 7 2 28 2 1 1 1 0 0 0 0 1 4 1 4 3 0 1 0 0 27 0 0 13 0 0 2 0 0 1 0 0 0 1 5 3 1 1 0 3 3 6 1 0 0 1 5 0 0 1 3 0 1 1 2 0 1 1 0 1 3 2 1 0 0 1 1 2 0 0 5 1 0 1 4 1 0 0 1 1 1 0 1 2 2 0 0 0 0 6 0 0 0 0 0 0 2 0 0 0 0 0 0 0 4 2 0 0 0 6 0 1 0 0 1 1 1 0 0 0 3 0 0 0 0 3 0 0 0 2 0 0 0 0 0 1 0 2 4 0 2 8 1 0 6 3 0 1 0 2 1 0 9 1 1 
9,image_0032.jpg,4 2 1 4 3 2 4 3 5 2 3 0 3 0 2 1 2 6 2 2 3 1 4 6 11 0 2 0 1 0 0 1 1 6 0 10 2 8 1 1 2 0 0 2 2 4 1 2 3 4 1 6 2 0 6 5 1 2 2 0 2 3 5 0 5 2 4 0 7 1 1 3 0 3 2 1 2 1 2 3 3 5 1 4 3 1 2 0 3 3 7 7 0 2 5 0 0 2 5 3 2 1 1 5 5 8 0 1 4 2 1 2 1 1 1 7 2 0 1 0 3 2 5 3 6 1 6 1 1 1 1 3 5 0 0 0 1 0 0 1 1 4 4 1 3 7 1 3 2 4 9 1 1 3 3 3 3 0 1 1 0 1 2 4 1 9 5 0 0 7 2 1 0 0 4 0 1 3 1 3 1 3 4 13 1 5 4 1 0 7 2 1 1 1 6 2 1 0 1 2 
1,image_0771.jpg,5 1 0 1 3 0 4 6 7 0 4 1 6 1 5 0 0 11 2 0 0 0 0 7 12 2 12 5 1 11 1 2 2 6 0 2 2 1 3 1 10 1 0 3 3 2 7 12 2 7 2 5 10 3 5 2 3 2 3 3 4 2 6 1 1 14 0 0 12 1 1 2 0 3 4 6 4 1 0 0 2 2 4 0 3 1 6 1 1 1 2 3 0 3 1 3 2 0 5 2 0 0 0 4 2 3 8 2 1 1 2 2 0 5 0 10 2 3 3 11 2 3 3 1 6 0 2 2 1 2 0 1 0 0 5 0 0 1 0 2 2 3 1 0 2 7 2 2 4 3 4 0 2 0 3 1 2 0 0 0 0 0 0 3 1 6 4 0 1 1 3 3 1 0 1 2 0 0 7 1 2 1 4 4 2 2 3 3 8 5 0 2 2 0 1 4 3 14 1 0 
4,image_0408.jpg,2 6 3 10 5 9 32 17 12 4 11 4 5 16 3 7 8 8 4 10 7 6 3 7 11 5 0 9 6 12 8 24 5 10 2 1 7 6 4 10 12 2 3 36 13 3 50 53 3 6 23 3 42 3 2 11 8 1 5 1 4 2 2 6 2 53 6 22 6 7 3 5 15 11 9 11 5 7 4 6 3 9 6 13 5 12 1 9 13 7 7 4 5 4 6 29 20 4 4 2 2 2 4 2 5 6 19 6 6 6 0 2 2 5 9 9 1 2 2 2 13 7 0 5 14 5 5 1 6 10 1 0 6 10 3 3 2 12 13 4 3 3 3 3 3 3 3 7 5 3 5 3 2 6 4 10 11 2 15 4 12 2 13 3 18 6 2 9 4 4 19 6 2 6 9 13 4 9 11 7 3 4 6 6 4 5 8 3 109 3 3 10 7 10 3 7 7 14 1 1 
